Blue (Band 2),Green (Band 3),Red (Band 4),NIR (Band 5),SWIR (Band 6),SWIR (Band 7),class_id
10653,12644,14576,18920,20494,17067,5
10606,12623,14573,19149,20387,17100,5
10632,12705,14646,19272,20319,17284,5
10741,12825,14799,18971,20473,18054,5
10932,13132,15158,18649,20764,19462,5
11002,13081,15085,18348,20590,19123,5
10995,12969,14855,18266,20156,18679,5
10899,12726,14453,18139,19965,18375,5
10536,12314,14176,17882,19924,18104,5
10478,12286,14272,18006,20401,18791,5
10425,12281,14256,17974,20361,18963,5
10522,12257,14218,18005,20498,18928,5
10578,12328,14289,17980,20564,18996,5
10587,12291,14253,17958,20603,19095,5
10633,12359,14341,18143,20730,19202,5
10552,12273,14184,17827,20783,19252,5
10471,12087,14000,17476,20576,19066,5
10544,12309,14305,17846,20803,19205,5
10507,12129,14037,17901,20634,18539,5
10718,12512,14687,18562,21383,18973,5
10871,12761,15046,18855,21362,19041,5
10664,12491,14566,18319,21136,19196,5
10773,12478,14603,18450,21034,18842,5
10969,12988,15250,18854,21694,20324,5
10846,12645,14814,18234,21713,20331,5
10752,12472,14547,18285,21340,19249,5
10756,12546,14615,18463,21203,19340,5
10878,12813,14990,18684,21561,19773,5
10753,12551,14677,18254,21358,19686,5
10620,12278,14313,17940,20788,19061,5
10512,12183,14047,18019,20274,18484,5
10580,12413,14323,18306,20398,18784,5
10456,12208,14036,17775,20116,18745,5
10508,12221,14215,18243,20639,18688,5
10585,12299,14300,18435,20739,18316,5
10529,12187,14010,18163,20164,17946,5
10658,12383,14326,17981,20542,18819,5
10668,12470,14391,17960,20522,19078,5
10605,12362,14210,17657,20343,18997,5
10512,12289,14159,17828,20165,18468,5
10556,12308,14226,18272,20556,18322,5
10798,12683,14642,18412,21122,19098,5
10688,12606,14436,18504,20640,18202,5
10524,12295,14045,18835,20383,17236,5
10636,12522,14446,19119,20766,17411,5
10505,12441,14355,18798,20781,17270,5
10497,12243,13907,18292,19935,16833,5
10460,12225,13915,18134,19843,17714,5
10525,12316,14197,18107,20099,18372,5
10421,12166,14036,17932,20124,18413,5
10384,12067,13963,17717,20112,18344,5
10464,12141,13998,17679,19943,18256,5
10607,12440,14384,18162,20177,18329,5
10715,12597,14564,18774,20639,17795,5
10689,12585,14543,19031,20846,17283,5
10679,12594,14619,19037,20980,17277,5
10660,12547,14579,18951,20755,17267,5
10702,12705,14678,19132,20704,17483,5
10643,12744,14675,19185,20467,17318,5
10641,12787,14723,18950,20279,17807,5
10830,12946,14854,18457,19967,18320,5
10845,12828,14584,18101,19512,17599,5
10817,12759,14633,18246,20196,18570,5
10599,12498,14444,18167,20383,18966,5
10547,12382,14358,18033,20593,19244,5
10580,12430,14501,18035,20848,19577,5
10507,12246,14159,17698,20552,19052,5
10536,12197,14090,17654,20860,19303,5
10385,12004,13751,17322,19890,18509,5
10422,11933,13687,17368,20300,18808,5
10445,12049,13818,17420,20296,18883,5
10840,12752,14824,18401,21387,19811,5
10575,12263,14210,17681,20246,18895,5
10459,12272,14136,17870,20544,19036,5
10518,12221,14113,18159,20611,18204,5
10668,12378,14500,18632,21424,18295,5
10760,12581,14758,19077,21589,18463,5
10668,12431,14497,18590,20807,18545,5
10772,12579,14724,18466,20915,18778,5
10832,12795,14918,18606,21277,19694,5
10861,12676,14803,18277,21503,20262,5
10763,12608,14724,18169,21452,20009,5
10704,12398,14410,18107,21105,19537,5
10770,12540,14662,18383,21267,19241,5
10632,12354,14351,18010,20904,19006,5
10609,12295,14208,17738,20850,19200,5
10605,12326,14272,17999,20687,19031,5
10627,12360,14283,18098,20609,18882,5
10442,12151,13903,17718,19935,18702,5
10561,12298,14222,18331,20568,18601,5
10725,12591,14808,19239,21299,18418,5
10611,12447,14550,18569,20623,18335,5
10586,12385,14369,18190,20458,18537,5
10664,12469,14436,18140,20788,19132,5
10695,12527,14504,17996,20863,19449,5
10589,12384,14214,18148,20315,18575,5
10808,12694,14708,18521,21148,19075,5
10929,12949,15018,18568,21284,19298,5
10759,12702,14645,18755,20942,18379,5
10895,12914,14924,19163,21183,18621,5
10597,12635,14561,19003,20483,17518,5
10743,12789,14592,18430,19847,17626,5
10816,12728,14460,18159,19301,17437,5
11038,12950,14571,18426,20398,18937,5
10539,12353,14158,18016,20189,18611,5
10368,12049,13888,17630,19981,18283,5
10419,12111,13937,17587,20339,18788,5
10440,12066,13954,17625,20179,18421,5
10631,12452,14321,17880,20311,18947,5
10668,12547,14519,18608,20470,18189,5
10668,12605,14585,18975,20995,17561,5
10659,12520,14567,19055,21177,17566,5
10594,12392,14456,19017,21184,17546,5
10661,12632,14623,19226,20732,17418,5
10592,12681,14625,19078,20252,17234,5
10739,12800,14629,18583,19898,17263,5
10690,12773,14546,18408,19514,17398,5
10726,12917,14733,18707,19836,18226,5
10680,12736,14702,18454,20406,19028,5
10685,12532,14496,17918,20719,19602,5
10579,12456,14508,17853,20700,19643,5
10595,12401,14445,17726,20787,19681,5
10534,12236,14192,17654,20489,19156,5
10390,12002,13876,17204,20539,19291,5
10225,11639,13192,16886,19927,18413,5
10441,11893,13555,16967,20430,18953,5
10410,11885,13511,17281,20058,18499,5
10851,12685,14782,18541,21302,19597,5
10735,12615,14706,18188,21121,19804,5
10651,12474,14457,18148,21197,19552,5
10657,12354,14395,18837,21417,18305,5
10598,12260,14423,18976,22104,18179,5
10662,12344,14488,19007,21735,17980,5
10613,12406,14516,18759,20980,17965,5
10737,12583,14785,18866,21281,18623,5
10908,12874,15178,18760,21633,19984,5
10884,12766,15013,18464,21581,20190,5
10897,12775,14992,18371,21644,20235,5
10871,12707,14808,18119,21249,19914,5
10739,12536,14617,18325,20995,19111,5
10655,12350,14345,17881,20821,18802,5
10581,12244,14202,17773,20721,19019,5
10570,12252,14129,17785,20536,18973,5
10652,12417,14384,18297,20645,18886,5
10507,12164,14046,17957,20254,18743,5
10492,12196,14071,18140,20281,18545,5
10738,12525,14847,19126,21661,18658,5
10672,12462,14537,18865,21067,18223,5
10560,12345,14304,18280,20315,18374,5
10558,12287,14277,18058,20577,18703,5
10593,12352,14299,17797,20539,18965,5
10671,12384,14194,17917,20515,18650,5
10860,12764,14811,18423,21206,19199,5
10864,12890,14958,18506,20945,19022,5
10817,12689,14637,18797,20980,18372,5
11087,13079,15244,19462,21649,18620,5
10911,12757,14679,19211,21337,18146,5
10934,12926,14557,18472,19875,17760,5
11693,13792,15245,18054,19381,18304,5
11597,13186,14886,18376,20967,19218,5
10650,12341,14224,17883,20928,19274,5
10442,12119,13972,17518,20520,19174,5
10388,11961,13743,17237,20288,18742,5
10447,12138,13961,17444,20015,18440,5
10421,12130,13996,17516,19898,18256,5
10602,12465,14420,18096,20537,18736,5
10569,12352,14331,18788,21162,17723,5
10525,12397,14485,19124,21385,17681,5
10465,12348,14427,19032,21201,17404,5
10477,12390,14386,19031,20802,17195,5
10639,12542,14227,18281,19663,16855,5
10852,12714,14316,18151,19360,17269,5
10814,13180,15134,18955,20312,18601,5
10797,12979,14995,18881,20605,18936,5
10631,12538,14445,18425,20430,18799,5
10612,12374,14303,17880,20421,19158,5
10634,12457,14427,18134,20909,19232,5
10544,12204,14065,17737,20566,19179,5
10496,12149,14019,17447,20469,19316,5
10254,11747,13375,16905,20144,18940,5
10360,11871,13639,17027,20639,19482,5
10391,11880,13664,17051,20410,19141,5
10378,11953,13675,17391,19985,18595,5
10826,12734,14853,18475,21525,20121,5
10834,12616,14686,18227,21157,19489,5
10689,12487,14662,18909,21574,18736,5
10635,12271,14455,18909,21942,18154,5
10577,12232,14291,18745,21421,17693,5
10545,12328,14332,18638,20948,17779,5
10773,12509,14708,19061,21379,18214,5
10798,12690,14931,18717,21373,19212,5
10666,12374,14328,17874,20854,19279,5
10803,12738,14938,18684,21226,19470,5
10828,12662,14783,18206,21122,19615,5
10666,12412,14344,18014,20526,18763,5
10610,12144,13958,17829,20317,18226,5
10614,12299,14164,17769,20715,19270,5
10635,12347,14268,17853,20727,19158,5
10677,12417,14424,18061,20865,18997,5
10497,12106,13985,17836,20303,18561,5
10533,12180,14129,17841,20672,19188,5
10722,12471,14681,18945,21401,18554,5
10714,12581,14876,19312,21329,18285,5
10611,12303,14273,18092,20795,18717,5
10570,12252,14194,17873,20519,18835,5
10722,12475,14356,18012,20814,19010,5
10786,12641,14584,18013,20692,19235,5
10639,12540,14445,18142,20455,18683,5
10845,12784,14785,18354,21052,19247,5
10798,12643,14597,18595,20900,18493,5
10916,12820,14680,18946,21185,18272,5
11029,13121,15216,19149,21381,18817,5
10800,12756,14767,18873,20614,18391,5
11204,12885,14749,18616,20463,19078,5
10677,12483,14383,17979,20389,18898,5
10481,12184,14021,17730,20233,18892,5
10407,12078,13903,17377,20363,19010,5
10397,12058,13845,17394,20081,18597,5
10455,12088,13888,17317,20168,18548,5
10505,12212,14102,17470,20317,18713,5
10514,12277,14289,17985,20513,18405,5
10504,12222,14179,18628,20967,17524,5
10439,12203,14114,19000,21316,17304,5
10411,12275,14215,18854,20765,17244,5
10471,12359,14198,18366,19834,16840,5
10686,12627,14285,18227,19424,17056,5
10768,12942,14886,18792,20006,18146,5
10912,13152,15206,18940,20565,19072,5
10805,12905,15057,18874,20788,19165,5
10582,12459,14485,18221,20375,18664,5
10598,12322,14216,17900,20461,19044,5
10645,12495,14532,18021,20967,19781,5
10592,12343,14364,17652,20826,19780,5
10454,12053,13945,17381,20532,19208,5
10308,11786,13516,17096,20409,18994,5
10372,11885,13673,17063,20559,19290,5
10425,11986,13769,17181,20456,19198,5
10499,12154,14003,17587,20611,19302,5
10967,12823,15044,18642,21650,19986,5
10783,12575,14629,18260,21141,19560,5
10721,12504,14614,18486,21232,18894,5
10643,12294,14356,18691,21339,17897,5
10547,12214,14183,18738,21344,17737,5
10654,12410,14496,18804,21454,18321,5
10820,12693,14981,19118,21555,18734,5
10841,12776,15082,19003,21699,19460,5
10849,12665,14845,18648,21413,19335,5
10901,12798,15010,18797,21515,19393,5
10869,12749,14857,18319,21462,19999,5
10811,12677,14803,18193,21103,19694,5
10586,12251,14184,18177,20515,18570,5
10617,12325,14291,17901,20536,18945,5
10693,12472,14473,17972,20826,19227,5
10696,12466,14478,18091,20789,18882,5
10500,12159,13965,17840,19942,18334,5
10644,12417,14382,17822,20608,19281,5
10702,12441,14545,18584,21137,18832,5
10812,12651,14913,19288,21734,18584,5
10708,12486,14624,18587,21180,18765,5
10672,12454,14482,18218,20939,19008,5
10691,12556,14661,18354,20723,18623,5
10632,12415,14374,18038,20521,18356,5
10645,12426,14345,18202,20591,18609,5
10809,12708,14799,18329,21088,19210,5
10981,12975,15129,18667,21225,19382,5
11301,13430,15681,19236,21551,19681,5
11350,13473,15633,19031,21604,20039,5
11073,13137,15277,18387,21390,20224,5
10742,12717,14807,18095,21062,19880,5
10505,12248,14164,17748,20388,19080,5
10446,12071,13928,17520,20168,18643,5
10456,12067,13862,17336,20165,18570,5
10464,12079,13826,17326,20021,18439,5
10423,12097,13935,17405,19899,18256,5
10597,12342,14267,17818,20516,18649,5
10660,12487,14443,18416,20827,18403,5
10640,12467,14430,18975,21230,17784,5
10473,12327,14170,19044,20585,16912,5
10500,12372,14062,18753,19545,16536,5
10621,12629,14362,18712,19854,17158,5
10736,12909,14825,18845,20002,18081,5
10925,13282,15357,19052,20249,18691,5
10943,13060,15103,18733,20642,19182,5
10745,12774,14792,18449,20525,19075,5
10581,12416,14352,18216,20263,18649,5
10638,12428,14395,18001,20624,19344,5
10672,12430,14452,17858,20846,19683,5
10633,12439,14447,17745,20739,19666,5
10640,12440,14521,18006,20924,19774,5
10541,12171,14084,17580,20782,19472,5
10467,12101,13938,17446,20541,19318,5
10463,12076,13930,17501,20422,19135,5
10466,12159,14022,17474,20445,19318,5
10832,12795,14982,18463,21899,20591,5
10772,12575,14721,18192,21397,19874,5
10674,12472,14549,18243,21134,18863,5
10616,12239,14284,18508,20978,17596,5
10620,12299,14357,18774,21633,18150,5
10713,12464,14618,18887,21623,18488,5
10742,12628,14820,18805,21175,18928,5
10823,12735,14956,18842,21502,19379,5
10950,12932,15222,18856,21811,19982,5
10949,12877,15118,18681,21600,19771,5
10908,12821,15029,18527,21684,19993,5
10792,12624,14740,18232,21112,19448,5
10704,12482,14468,18180,20730,18912,5
10639,12387,14378,18023,20667,19112,5
10664,12375,14397,17965,20940,19363,5
10635,12331,14297,17818,20454,18509,5
10665,12352,14193,17741,20302,18596,5
10604,12407,14288,17923,20204,18870,5
10743,12573,14741,18780,21237,18885,5
10945,12921,15425,19865,22356,18923,5
10733,12611,14823,19098,21365,18640,5
10652,12404,14449,18371,20620,18263,5
10682,12484,14519,18385,20860,18421,5
10605,12427,14441,18206,20678,18542,5
10643,12455,14462,18101,20731,18874,5
10815,12741,14850,18370,21056,19398,5
11122,13195,15433,18883,21577,19932,5
11451,13703,16033,19293,21732,20314,5
11083,13174,15424,18703,21246,19819,5
10841,12736,14754,17699,20229,19158,5
10569,12352,14392,17599,20581,19379,5
10462,12153,14039,17360,20565,19162,5
10425,12127,14008,17572,20381,18821,5
10465,12120,13914,17481,20270,18729,5
10469,12145,13900,17585,20166,18042,5
10556,12305,14135,18128,20451,18016,5
10697,12513,14525,18689,21140,18218,5
10649,12530,14536,19009,21286,18173,5
10656,12530,14571,19230,21306,17784,5
10862,12718,14452,18887,19851,16963,5
10980,13074,15015,19481,20761,17984,5
11060,13348,15428,19675,21501,18820,5
10842,12905,14800,18894,20369,18125,5
11021,13138,15028,18985,20741,18847,5
10526,12534,14329,18296,19641,17903,5
10521,12412,14352,18140,19980,18385,5
10635,12499,14482,18298,20535,18870,5
10657,12414,14324,17859,20710,19323,5
10578,12376,14401,17963,20711,19395,5
10413,11909,13686,17537,20419,18942,5
10602,12280,14248,17718,20966,19837,5
10616,12299,14286,17806,20937,19802,5
10526,12219,14134,17490,20614,19547,5
10434,11978,13736,17555,20156,18774,5
10526,12223,14047,17670,20580,19380,5
10822,12735,14908,18457,21729,20225,5
10723,12589,14757,18368,21464,19882,5
10644,12399,14462,18514,21246,18503,5
10716,12384,14433,18608,21083,17854,5
10663,12413,14422,18731,21268,18048,5
10677,12447,14563,18904,21407,18123,5
10618,12427,14535,18718,21164,18426,5
10664,12513,14603,18683,21095,18597,5
10823,12797,15014,19023,21584,19359,5
10922,12972,15257,19135,21665,19411,5
11059,13063,15362,19127,21937,19653,5
11005,13010,15264,19017,21662,19272,5
10824,12726,14803,18706,20991,18571,5
10609,12356,14281,18070,20668,19002,5
10678,12427,14502,18166,21337,19590,5
10733,12525,14502,18142,20714,19053,5
10795,12651,14639,18381,20468,18729,5
10845,12751,14737,18269,20844,19588,5
10782,12645,14752,18847,21119,18895,5
10892,12811,15218,19690,22064,18743,5
10707,12550,14926,19299,21656,18375,5
10493,12281,14269,18139,20238,18265,5
10607,12399,14405,17753,20935,19456,5
10627,12385,14425,18078,20847,19011,5
10643,12480,14503,18213,20733,18760,5
10693,12543,14606,18182,20841,19313,5
11003,13078,15336,18891,21564,19968,5
11320,13436,15731,19156,22061,20275,5
10927,12903,15039,18600,21227,19674,5
10706,12393,14314,17462,20554,19191,5
10535,12254,14166,17426,20466,19182,5
10432,12019,13919,17490,20519,18704,5
10512,12229,14135,17888,20600,18585,5
10490,12143,13974,18117,20552,17622,5
10592,12429,14396,18759,20739,17568,5
10729,12614,14674,19035,21283,17718,5
10709,12621,14675,19168,21055,17532,5
10550,12341,13789,18502,19843,16952,5
10644,12415,14037,18351,19786,16896,5
10878,12940,14749,18957,19781,17746,5
11001,13239,15336,19501,21368,18922,5
11183,13515,15720,19864,21667,19155,5
11101,13327,15393,19640,21050,18519,5
10890,13014,15021,19267,20582,17980,5
10554,12286,13987,18499,19888,17060,5
10442,12308,14128,18093,19815,17979,5
10660,12701,14756,18333,20614,19328,5
10529,12350,14342,18063,20589,19260,5
10613,12417,14513,18197,21182,19884,5
10503,12367,14473,18135,21043,19533,5
10474,12235,14152,17979,20629,19131,5
10541,12388,14327,17915,20497,19449,5
10630,12373,14398,17874,21020,19759,5
10543,12210,14092,17831,20589,19230,5
10553,12219,14122,17772,20691,19313,5
10607,12387,14349,18264,20906,19207,5
10592,12406,14416,18302,20968,19247,5
10691,12408,14510,18688,21357,18568,5
10667,12460,14506,18750,21419,18171,5
10761,12521,14612,18985,21738,18349,5
10659,12431,14549,18881,21714,18089,5
10788,12594,14843,19188,21896,18339,5
10749,12684,14820,19241,21586,18013,5
10938,12903,15038,19488,21448,17988,5
11000,13109,15253,19517,21413,18056,5
11124,13173,15249,19540,21282,18153,5
11055,13236,15347,19709,21268,17996,5
10878,12790,14868,19154,20950,17813,5
10715,12503,14481,18451,20901,18945,5
10661,12424,14470,18580,21217,18910,5
10828,12626,14695,18550,21731,19409,5
10773,12615,14622,18468,21226,19096,5
10883,12859,14948,18503,21002,19532,5
10762,12676,14680,18520,20907,19082,5
10602,12390,14594,19234,21173,17847,5
10497,12167,14181,18590,20772,17616,5
10336,12005,13856,17987,19717,17242,5
10543,12324,14318,17931,20677,18692,5
10588,12298,14180,18189,20713,18797,5
10678,12443,14419,18371,20730,18728,5
10655,12435,14425,18045,20817,19269,5
10789,12631,14724,18419,21147,19310,5
10912,12828,15186,19393,21792,19423,5
10821,12615,14654,18315,21095,19425,5
10663,12434,14430,17948,20714,19343,5
10446,12134,14029,17394,20214,18906,5
10295,11883,13672,17249,20089,18421,5
10572,12348,14319,18120,20642,18329,5
10554,12332,14327,18877,20902,17293,5
10612,12364,14327,18752,21344,17369,5
10717,12612,14681,19038,21385,17594,5
10689,12514,14384,18841,20813,17309,5
10591,12316,13757,18431,19382,16628,5
10578,12512,14237,18134,19832,17666,5
10487,12643,14585,18461,20404,18583,5
10647,12786,14772,18807,20583,18559,5
11072,13266,15283,19471,21059,18660,5
11189,13416,15497,19502,21264,18754,5
11004,13116,14994,19322,20949,18474,5
10750,12777,14666,19031,20565,18036,5
10586,12455,14208,18532,20297,18145,5
10684,12572,14606,18713,21029,19028,5
10789,12640,14722,18904,21490,19315,5
10738,12579,14748,18990,21706,19107,5
10678,12491,14605,19137,21518,18707,5
10590,12430,14449,19101,21128,18464,5
10576,12356,14343,18202,21054,19445,5
10618,12458,14549,18047,21306,20175,5
10674,12489,14598,18142,21123,19997,5
10613,12429,14540,17991,20949,19750,5
10660,12461,14422,18346,21002,18856,5
10635,12412,14477,18378,21102,19250,5
10704,12462,14577,18495,21238,18771,5
10575,12380,14404,18772,21449,18077,5
10759,12564,14720,19018,21974,18542,5
10664,12480,14597,18778,21752,18100,5
10768,12658,14647,19019,21232,17175,5
10859,12964,14936,19297,21114,17160,5
10749,12487,14400,18822,20555,16623,5
10785,12720,14505,18972,20570,16901,5
10749,12643,14311,18753,20253,16808,5
10542,12199,13768,18834,19816,16249,5
10781,12506,14282,18502,20759,17794,5
10930,12929,15058,18838,21504,19498,5
10637,12352,14301,18651,21248,18789,5
10671,12392,14512,18745,21622,18719,5
10596,12278,14221,18395,21071,18330,5
10587,12405,14316,18223,20299,18158,5
10473,12112,14036,18196,20053,17326,5
10437,12140,14037,18224,20356,17391,5
10487,12229,14229,18340,20535,17893,5
10561,12302,14247,17917,20910,18771,5
10528,12252,14182,17802,21011,19105,5
10538,12240,14163,17696,20981,19123,5
10546,12252,14171,17817,20509,18583,5
10578,12312,14295,17934,20433,18633,5
10634,12405,14470,18008,20791,18976,5
10664,12480,14590,18133,20918,19127,5
10614,12390,14390,18029,20551,18976,5
10490,12182,14081,17699,20349,18686,5
10306,11886,13716,17192,19989,18434,5
10354,11996,13824,17402,19969,18269,5
10696,12417,14325,18018,20730,18416,5
10698,12518,14526,18828,21122,17626,5
10598,12399,14452,18849,21082,17194,5
10693,12462,14313,18441,20247,17160,5
10800,12593,14358,18273,20263,17573,5
10746,12593,14447,18261,20690,18177,5
10375,12222,14013,17986,20394,18110,5
10353,12176,13963,17883,20103,18262,5
10640,12612,14502,18361,20512,18889,5
10921,12984,14940,19118,20716,18597,5
10970,13066,15044,19294,20581,18172,5
10902,12917,14786,19133,20800,18262,5
10908,12999,14890,19142,20972,18614,5
10734,12735,14713,19137,20791,18159,5
10622,12502,14561,19167,20890,18101,5
10826,12716,14899,19433,21451,18594,5
10832,12731,14861,19421,21709,18785,5
10630,12548,14674,19406,21254,18004,5
10564,12376,14459,19070,21025,18117,5
10499,12247,14324,18486,20514,18791,5
10513,12224,14261,18015,20377,18734,5
10572,12286,14241,18156,20527,18775,5
10603,12383,14433,18269,20890,19495,5
10655,12472,14524,18377,21266,19301,5
10661,12485,14589,18435,21429,18875,5
10635,12410,14459,18818,21282,17853,5
